,Input,Final_Output
326,"Ben-Shabat, S.; Itagaki, Y.; Jockusch, S.; Sparrow, J.R.; Turro, N.J.; Nakanishi, K. Formation of a nonaoxirane from A2E, a lipofuscin fluorophore related to macular degeneration, and evidence of singlet oxygen involvement. Angew. Chem. Int. Ed. Engl. 2002, 41, 814–817","{""author"": ""S. Ben-Shabat; Y. Itagaki; S. Jockusch; J.R. Sparrow; N.J. Turro; K. Nakanishi"", ""journalName"": ""Angew. Chem. Int. Ed. Engl."", ""year"": 2002}"
327,"Jager, R.D.; Mieler, W.F.; Miller, J.W. Age-related macular degeneration. N. Engl. J. Med. 2008, 358, 2606–2617.","{""author"": ""R.D. Jager; W.F. Mieler; J.W. Miller"", ""journalName"": ""N. Engl. J. Med."", ""year"": 2008}"
328,"Nita, M.G.A. Antioxidative Role of Heterophagy, Autophagy, and Mitophagy in the Retina and Their Association with the Age Related Macular Degeneration (AMD) Etiopathogenesis. Antioxidant 2023, 12, 1368.","{""author"": ""M.G.A. Nita"", ""journalName"": ""Antioxidant"", ""year"": 2023}"
329,"Kaarniranta, K.; Xu, H.; Kauppinen, A. Mechanistical retinal drug targets and challenges. Adv. Drug Deliv. Rev. 2018, 126, 177 184.","{""author"": ""K. Kaarniranta; H. Xu; A. Kauppinen"", ""journalName"": ""Adv. Drug Deliv. Rev."", ""year"": 2018}"
330,"Vakifahmetoglu-Norberg, H.; Ouchida, A.T.; Norberg, E. The role of mitochondria in metabolism and cell death. Biochem. Biophys. Res. Commun. 2017, 482, 426–431","{""author"": ""H. Vakifahmetoglu-Norberg; A.T. Ouchida; E. Norberg"", ""journalName"": ""Biochem. Biophys. Res. Commun."", ""year"": 2017}"
331,"Golestaneh, N.; Chu, Y.; Xiao, Y.Y.; Stoleru, G.L.; Theos, A.C. Dysfunctional autophagy in RPE, a contributing factor in age related macular degeneration. Cell Death Dis. 2017, 8, e2537.","{""author"": ""N. Golestaneh; Y. Chu; Y.Y. Xiao; G.L. Stoleru; A.C. Theos"", ""journalName"": ""Cell Death Dis."", ""year"": 2017}"
332,"Kaarniranta, K.; Sinha, D.; Blasiak, J.; Kauppinen, A.; Vereb, Z.; Salminen, A.; Boulton, M.E.; Petrovski, G. Autophagy and heterophagy dysregulation leads to retinal pigment epithelium dysfunction and development of age-related macular degeneration. Autophagy 2013, 9, 973–984.","{""author"": ""K. Kaarniranta; D. Sinha; J. Blasiak; A. Kauppinen; Z. Vereb; A. Salminen; M.E. Boulton; G. Petrovski"", ""journalName"": ""Autophagy"", ""year"": 2013}"
333,"Osburn, W.O.; Yates, M.S.; Dolan, P.D.; Chen, S.; Liby, K.T.; Sporn, M.B.; Taguchi, K.; Yamamoto, M.; Kensler, T.W. Genetic or pharmacologic amplification of nrf2 signaling inhibits acute inflammatory liver injury in mice. Toxicol. Sci. 2008, 104, 218–227.","{""author"": ""W.O. Osburn; M.S. Yates; P.D. Dolan; S. Chen; K.T. Liby; M.B. Sporn; K. Taguchi; M. Yamamoto; T.W. Kensler"", ""journalName"": ""Toxicol. Sci."", ""year"": 2008}"
334,"Dinkova-Kostova, A.T.; Baird, L.; Holmstrom, K.M.; Meyer, C.J.; Abramov, A.Y. The spatiotemporal regulation of the Keap1 Nrf2 pathway and its importance in cellular bioenergetics. Biochem. Soc. Trans. 2015, 43, 602–610","{""author"": ""A.T. Dinkova-Kostova; L. Baird; K.M. Holmstrom; C.J. Meyer; A.Y. Abramov"", ""journalName"": ""Biochem. Soc. Trans."", ""year"": 2015}"
335,"Sachdeva, M.M.; Cano, M.; Handa, J.T. Nrf2 signaling is impaired in the aging RPE given an oxidative insult. Exp. Eye Res. 2014, 119, 111–114.","{""author"": ""M.M. Sachdeva; M. Cano; J.T. Handa"", ""journalName"": ""Exp. Eye Res."", ""year"": 2014}"
336,"Kamei, M.; Yoneda, K.; Kume, N.; Suzuki, M.; Itabe, H.; Matsuda, K.; Shimaoka, T.; Minami, M.; Yonehara, S.; Kita, T.; et al. Scavenger receptors for oxidized lipoprotein in age-related macular degeneration. Investig. Ophthalmol. Vis. Sci. 2007, 48, 1801 1807.","{""author"": ""M. Kamei; K. Yoneda; N. Kume; M. Suzuki; H. Itabe; K. Matsuda; T. Shimaoka; M. Minami; S. Yonehara; T. Kita; et al."", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2007}"
337,"Park, D.H.; Connor, K.M.; Lambris, J.D. The Challenges and Promise of Complement Therapeutics for Ocular Diseases. Front. Immunol. 2019, 10, 1007.","{""author"": ""D.H. Park; K.M. Connor; J.D. Lambris"", ""journalName"": ""Front. Immunol."", ""year"": 2019}"
338,"Spaide, R.F.; Vavvas, D.G. COMPLEMENT INHIBITION FOR GEOGRAPHIC ATROPHY: Review of Salient Functional Outcomes and Perspective. Retina 2023, 43, 1064–1069.","{""author"": ""R.F. Spaide; D.G. Vavvas"", ""journalName"": ""Retina"", ""year"": 2023}"
339,"Murray, I.J.; Rodrigo-Diaz, E.; Kelly, J.M.F.; Aslam, T.M.; Tahir, H.J.; Carden, D.; Patryas, L.; Parry, N.R.A. The role of dark adaptation in understanding early AMD. Prog. Retin. Eye Res. 2022, 88, 101015.","{""author"": ""I.J. Murray; E. Rodrigo-Diaz; J.M.F. Kelly; T.M. Aslam; H.J. Tahir; D. Carden; L. Patryas; N.R.A. Parry"", ""journalName"": ""Prog. Retin. Eye Res."", ""year"": 2022}"
340,"Tolentino, M.J.; Miller, S.; Gaudio, A.R.; Sandberg, M.A. Visual field deficits in early age-related macular degeneration. Vis. Res. 1994, 34, 409–413.","{""author"": ""M.J. Tolentino; S. Miller; A.R. Gaudio; M.A. Sandberg"", ""journalName"": ""Vis. Res."", ""year"": 1994}"
341,"Remulla, J.F.; Gaudio, A.R.; Miller, S.; Sandberg, M.A. Foveal electroretinograms and choroidal perfusion characteristics in fellow eyes of patients with unilateral neovascular age-related macular degeneration. Br. J. Ophthalmol. 1995, 79, 558–561.","{""author"": ""J.F. Remulla; A.R. Gaudio; S. Miller; M.A. Sandberg"", ""journalName"": ""Br. J. Ophthalmol."", ""year"": 1995}"
342,"Sandberg, M.A.; Gaudio, A.R. Slow photostress recovery and disease severity in age-related macular degeneration. Retina 1995, 15, 407–412","{""author"": ""M.A. Sandberg; A.R. Gaudio"", ""journalName"": ""Retina"", ""year"": 1995}"
343,"Owsley, C.; Huisingh, C.; Clark, M.E.; Jackson, G.R.; McGwin, G., Jr. Comparison of Visual Function in Older Eyes in the Earliest Stages of Age-related Macular Degeneration to Those in Normal Macular Health. Curr. Eye Res. 2016, 41, 266–272.","{""author"": ""C. Owsley; C. Huisingh; M.E. Clark; G.R. Jackson; G. McGwin, Jr."", ""journalName"": ""Curr. Eye Res."", ""year"": 2016}"
344,"Owsley, C.; McGwin, G., Jr.; Clark, M.E.; Jackson, G.R.; Callahan, M.A.; Kline, L.B.; Witherspoon, C.D.; Curcio, C.A. Delayed Rod-Mediated Dark Adaptation Is a Functional Biomarker for Incident Early Age-Related Macular Degeneration. Ophthalmology 2016, 123, 344–351","{""author"": ""C. Owsley; G. McGwin, Jr.; M.E. Clark; G.R. Jackson; M.A. Callahan; L.B. Kline; C.D. Witherspoon; C.A. Curcio"", ""journalName"": ""Ophthalmology"", ""year"": 2016}"
345,"Panorgias, A.; Zawadzki, R.J.; Capps, A.G.; Hunter, A.A.; Morse, L.S.; Werner, J.S. Multimodal assessment of microscopic morphology and retinal function in patients with geographic atrophy. Investig. Ophthalmol. Vis. Sci. 2013, 54, 4372–4384.","{""author"": ""A. Panorgias; R.J. Zawadzki; A.G. Capps; A.A. Hunter; L.S. Morse; J.S. Werner"", ""journalName"": ""Investig. Ophthalmol. Vis. Sci."", ""year"": 2013}"
346,"Evans, J.R.; Lawrenson, J.G. Antioxidant vitamin and mineral supplements for slowing the progression of age-related macular degeneration. Cochrane Database Syst. Rev. 2023, 9, CD000254.","{""author"": ""J.R. Evans; J.G. Lawrenson"", ""journalName"": ""Cochrane Database Syst. Rev."", ""year"": 2023}"
347,"Chew, E.Y.; Clemons, T.E.; Agron, E.; Domalpally, A.; Keenan, T.D.L.; Vitale, S.; Weber, C.; Smith, D.C.; Christen, W.; Group, A.R. Long-term Outcomes of Adding Lutein/Zeaxanthin and omega-3 Fatty Acids to the AREDS Supplements on Age-Related Macular Degeneration Progression: AREDS2 Report 28. JAMA Ophthalmol. 2022, 140, 692–698.","{""author"": ""E.Y. Chew; T.E. Clemons; E. Agron; A. Domalpally; T.D.L. Keenan; S. Vitale; C. Weber; D.C. Smith; W. Christen; A.R. Group"", ""journalName"": ""JAMA Ophthalmol."", ""year"": 2022}"
348,"Seddon, J.M.; Gensler, G.; Milton, R.C.; Klein, M.L.; Rifai, N. Association between C-reactive protein and age-related macular degeneration. JAMA 2004, 291, 704–710.","{""author"": ""J.M. Seddon; G. Gensler; R.C. Milton; M.L. Klein; N. Rifai"", ""journalName"": ""JAMA"", ""year"": 2004}"
349,"Agron, E.; Mares, J.; Clemons, T.E.; Swaroop, A.; Chew, E.Y.; Keenan, T.D.L.; Areds; Groups, A.R. Dietary Nutrient Intake and Progression to Late Age-Related Macular Degeneration in the Age-Related Eye Disease Studies 1 and 2. Ophthalmology 2021, 128, 425–442.","{""author"": ""E. Agron; J. Mares; T.E. Clemons; A. Swaroop; E.Y. Chew; T.D.L. Keenan; A.R. Groups"", ""journalName"": ""Ophthalmology"", ""year"": 2021}"
350,"Galuszka, M.; Pojda-Wilczek, D.; Karska-Basta, I. Age-Related Macular or Retinal Degeneration? Medicina 2023, 59, 920.","{""author"": ""M. Galuszka; D. Pojda-Wilczek; I. Karska-Basta"", ""journalName"": ""Medicina"", ""year"": 2023}"
351,"Walter, P.; Widder, R.A.; Luke, C.; Konigsfeld, P.; Brunner, R. Electrophysiological abnormalities in age-related macular degeneration. Graefes Arch. Clin. Exp. Ophthalmol. 1999, 237, 962–968","{""author"": ""P. Walter; R.A. Widder; C. Luke; P. Konigsfeld; R. Brunner"", ""journalName"": ""Graefes Arch. Clin. Exp. Ophthalmol."", ""year"": 1999}"
352,"Bartz-Schmidt, K.U.; Brunner, R.; Esser, P.; Luke, C.; Walter, P.; Sickel, W. The triple flash electroretinogram and its significance in macular diseases. B-wave recovery as a diagnostic tool. Graefes Arch. Clin. Exp. Ophthalmol. 1996, 234, 604–611.","{""author"": ""K.U. Bartz-Schmidt; R. Brunner; P. Esser; C. Luke; P. Walter; W. Sickel"", ""journalName"": ""Graefes Arch. Clin. Exp. Ophthalmol."", ""year"": 1996}"
353,"Gonzalez-Garcia, E.; Vilela, C.; Navea, A.; Arnal, E.; Muriach, M.; Romero, F.J. Electrophysiological and clinical tests in dry age related macular degeneration follow-up: Differences between mfERG and OCT. Doc. Ophthalmol. 2016, 133, 31–39.","{""author"": ""E. Gonzalez-Garcia; C. Vilela; A. Navea; E. Arnal; M. Muriach; F.J. Romero"", ""journalName"": ""Doc. Ophthalmol."", ""year"": 2016}"
354,"Forrester, J.V. Bowman lecture on the role of inflammation in degenerative disease of the eye. Eye 2013, 27, 340–352.","{""author"": ""J.V. Forrester"", ""journalName"": ""Eye"", ""year"": 2013}"
355,"Ardeljan, D.; Chan, C.C. Aging is not a disease: Distinguishing age-related macular degeneration from aging. Prog. Retin. Eye Res. 2013, 37, 68–89.","{""author"": ""D. Ardeljan; C.C. Chan"", ""journalName"": ""Prog. Retin. Eye Res."", ""year"": 2013}"
356,"Chen, M.; Luo, C.; Zhao, J.; Devarajan, G.; Xu, H. Immune regulation in the aging retina. Prog. Retin. Eye Res. 2019, 69, 159–172.","{""author"": ""M. Chen; C. Luo; J. Zhao; G. Devarajan; H. Xu"", ""journalName"": ""Prog. Retin. Eye Res."", ""year"": 2019}"
357,"Chen, M.; Xu, H. Parainflammation, chronic inflammation, and age-related macular degeneration. J. Leukoc. Biol. 2015, 98, 713 725.","{""author"": ""M. Chen; H. Xu"", ""journalName"": ""J. Leukoc. Biol."", ""year"": 2015}"
358,"Zhang, Y.; Wong, W.T. Innate Immunity in Age-Related Macular Degeneration. Adv. Exp. Med. Biol. 2021, 1256, 121–141.","{""author"": ""Y. Zhang; W.T. Wong"", ""journalName"": ""Adv. Exp. Med. Biol."", ""year"": 2021}"
359,"Medzhitov, R. Origin and physiological roles of inflammation. Nature 2008, 454, 428–435.","{""author"": ""R. Medzhitov"", ""journalName"": ""Nature"", ""year"": 2008}"
360,"Chen, M.; Forrester, J.V.; Xu, H. Dysregulation in retinal para-inflammation and age-related retinal degeneration in CCL2 or CCR2 deficient mice. PLoS ONE 2011, 6, e22818.","{""author"": ""M. Chen; J.V. Forrester; H. Xu"", ""journalName"": ""PLoS ONE"", ""year"": 2011}"
361,"Goto, M. Inflammaging (inflammation + aging): A driving force for human aging based on an evolutionarily antagonistic pleiotropy theory? Biosci. Trends 2008, 2, 218–230.","{""author"": ""M. Goto"", ""journalName"": ""Biosci. Trends"", ""year"": 2008}"
362,"Tolentino, M.J.; Tolentino, A.J. Investigational drugs in clinical trials for macular degeneration. Expert Opin. Investig. Drugs 2022, 31, 1067–1085.","{""author"": ""M.J. Tolentino; A.J. Tolentino"", ""journalName"": ""Expert Opin. Investig. Drugs"", ""year"": 2022}"
363,"Datta, S.; Cano, M.; Ebrahimi, K.; Wang, L.; Handa, J.T. The impact of oxidative stress and inflammation on RPE degeneration in non-neovascular AMD. Prog. Retin. Eye Res. 2017, 60, 201–218.","{""author"": ""S. Datta; M. Cano; K. Ebrahimi; L. Wang; J.T. Handa"", ""journalName"": ""Prog. Retin. Eye Res."", ""year"": 2017}"
364,"Moorhouse, A.T.; Waddington, D.C.; Adams, M.D. Procedure for the assessment of low frequency noise disturbance. J. Acoust. Soc. Am. 2009, 126, 1131–1141.","{""author"": ""A.T. Moorhouse; D.C. Waddington; M.D. Adams"", ""journalName"": ""J. Acoust. Soc. Am."", ""year"": 2009}"
365,"Pawlaczyk-Luszczy´nska, M.; Dudarewicz, A.; Waszkowska, M.; Szymczak, W.; ´ Sliwi´nska-Kowalska, M. The impact of low frequency noise on human mental performance. Int. J. Occup. Med. Environ. Health 2005, 18, 185–198.","{""author"": ""M. Pawlaczyk-Luszczy\u00b4nska; A. Dudarewicz; M. Waszkowska; W. Szymczak; M. \u00b4 Sliwi\u00b4nska-Kowalska"", ""journalName"": ""Int. J. Occup. Med. Environ. Health"", ""year"": 2005}"
366,"Žiaran, S. The assessment and evaluation of low-frequency noise near the region of infrasound. Noise Health 2014, 16, 10–17.","{""author"": ""S. \u017diaran"", ""journalName"": ""Noise Health"", ""year"": 2014}"
367,"Burella, G.; Moro, L. Comparative Study of the Methods to Assess Occupational Noise Exposures of Fish Harvesters. Saf. Health Work. 2021, 12, 230–237.","{""author"": ""G. Burella; L. Moro"", ""journalName"": ""Saf. Health Work."", ""year"": 2021}"
368,"Prashanth, M.; Venugopalachar, S. The possible influence of noise frequency components on the health of exposed industrial workers. Noise Health 2011, 13, 16–25","{""author"": ""M. Prashanth; S. Venugopalachar"", ""journalName"": ""Noise Health"", ""year"": 2011}"
369,"Alves, J.A.; Silva, L.T.; Remoaldo, P.C. Impacts of Low Frequency Noise Exposure on Well-Being: A Case-Study from Portugal. Noise Health 2018, 20, 131–145.","{""author"": ""J.A. Alves; L.T. Silva; P.C. Remoaldo"", ""journalName"": ""Noise Health"", ""year"": 2018}"
370,"Bengtsson, J.; Persson Waye, K.; Kjellberg, A. Evaluations of effects due to low-frequency noise in a low demanding work situation. J. Sound Vib. 2004, 278, 83–99","{""author"": ""J. Bengtsson; K. Persson Waye; A. Kjellberg"", ""journalName"": ""J. Sound Vib."", ""year"": 2004}"
371,"Zare, S.; Baneshi, M.R.; Hemmatjo, R.; Ahmadi, S.; Omidvar, M.; Dehaghi, B.F. The Effect of Occupational Noise Exposure on Serum Cortisol Concentration of Night-shift Industrial Workers: A Field Study. Saf. Health Work 2019, 10, 109–113.","{""author"": ""S. Zare; M.R. Baneshi; R. Hemmatjo; S. Ahmadi; M. Omidvar; B.F. Dehaghi"", ""journalName"": ""Saf. Health Work"", ""year"": 2019}"
372,"Müller-Putz, G.R.; Daly, I.; Kaiser, V. Motor imagery-induced EEG patterns in individuals with spinal cord injury and their impact on brain-computer interface accuracy. J. NeuroEng. Rehabil. 2014, 11, 035011.","{""author"": ""G.R. M\u00fcller-Putz; I. Daly; V. Kaiser"", ""journalName"": ""J. NeuroEng. Rehabil."", ""year"": 2014}"
373,"Shehap, M.A.; Shawky, H.A.; El-Basheer, T.M. Study and Assessment of Low Frequency Noise in Occupational Settings. Arch. Acoust. 2016, 41, 151–160.","{""author"": ""M.A. Shehap; H.A. Shawky; T.M. El-Basheer"", ""journalName"": ""Arch. Acoust."", ""year"": 2016}"
374,"Kaczmarska, A.; Łuczak, A. A study of annoyance caused by low-frequency noise during mental work. Int. J. Occup. Saf. Ergon. 2007, 13, 117–125.","{""author"": ""A. Kaczmarska; A. \u0141uczak"", ""journalName"": ""Int. J. Occup. Saf. Ergon."", ""year"": 2007}"
375,"Broner, N.A. Simple criterion for low frequency noise emission assessment. J. Low Freq. Noise Vib. Act. Control 2010, 29, 1–13","{""author"": ""N.A. Broner"", ""journalName"": ""J. Low Freq. Noise Vib. Act. Control"", ""year"": 2010}"
376,"Choosong, T.; Kaimook, W.; Tantisarasart, R.; Sooksamear, P.; Chayaphum, S.; Kongkamo, C.; Srisintorn, W.; Phakthongsuk, P. Noise Exposure Assessment in a Dental School. Saf. Health Work. 2011, 2, 348–354.","{""author"": ""T. Choosong; W. Kaimook; R. Tantisarasart; P. Sooksamear; S. Chayaphum; C. Kongkamo; W. Srisintorn; P. Phakthongsuk"", ""journalName"": ""Saf. Health Work."", ""year"": 2011}"
377,"Chaitidis, G.D.; Marhavilas, P.K.; Kanakaris, V. Potential Effects on Human Safety and Health from Infrasound and Audible Frequencies Generated by Vibrations of Diesel Engines Using Biofuel Blends at the Workplaces of Sustainable Engineering Systems. Sustainability 2022, 14, 7554","{""author"": ""G.D. Chaitidis; P.K. Marhavilas; V. Kanakaris"", ""journalName"": ""Sustainability"", ""year"": 2022}"
378,"Pozeg, P.; Palluel, E.; Ronchi, R.; Solcà, M.; Al-Khodairy, A.W.; Jordan, X. Virtual reality improves embodiment and neuropathic pain caused by spinal cord injury. Neurology 2017, 89, 1894–1903.","{""author"": ""P. Pozeg; E. Palluel; R. Ronchi; M. Solc\u00e0; A.W. Al-Khodairy; X. Jordan"", ""journalName"": ""Neurology"", ""year"": 2017}"
379,"Khurana, M.; Walia, S.; Noohu, M.M.StudyontheEffectivenessofVirtual Reality Game-Based Training on Balance andFunctional Performance in Individuals with Paraplegia. Top. Spinal Cord Inj. Rehabil. 2017, 23, 263–270.","{""author"": ""M. Khurana; S. Walia; M.M. Noohu"", ""journalName"": ""Top. Spinal Cord Inj. Rehabil."", ""year"": 2017}"
380,"Dimbwadyo-Terrer, I.; Gil-Agudo, A.; Segura-Fragoso, A.; de los Reyes-Guzmán, A.; Trincado-Alonso, F.; Piazza, S.; Polonio López, B. Effectiveness of the Virtual Reality System Toyra on Upper Limb Function in People with Tetraplegia: A Pilot Randomized Clinical Trial. BioMed Res. Int. 2016, 2016, 6397828.","{""author"": ""I. Dimbwadyo-Terrer; A. Gil-Agudo; A. Segura-Fragoso; A. de los Reyes-Guzm\u00e1n; F. Trincado-Alonso; S. Piazza; B. Polonio L\u00f3pez"", ""journalName"": ""BioMed Res. Int."", ""year"": 2016}"
381,"DaSilva, F.C.; Silva, T.; Gomes, A.O.; Da Costa-Palácio, P.R.; Andreo, L.; Gonçalves, M.L.L.; Teixeira-Silva, D.F.; Horliana, A.C.R.T.; Motta, L.J.; Mesquita-Ferrari, R.A.; et al. Sensory and motor responses after photobiomodulation associated with physiotherapy in patients with incomplete spinal cord injury: Clinical, randomized trial. Lasers Med. Sci. 2020, 5, 1751–1758","{""author"": ""F.C. DaSilva; T. Silva; A.O. Gomes; P.R. Da Costa-Pal\u00e1cio; L. Andreo; M.L.L. Gon\u00e7alves; D.F. Teixeira-Silva; A.C.R.T. Horliana; L.J. Motta; R.A. Mesquita-Ferrari; et al."", ""journalName"": ""Lasers Med. Sci."", ""year"": 2020}"
382,"Filipp, M.E.; Travis, B.J.; Henry, S.S.; Idzikowski, E.C.; Magnuson, S.A.; Loh, M.Y.; Hanna, A.S. Differences in neuroplasticity after spinal cord injury in varying animal models and humans. Neural Regen. Res. 2019, 14, 7.","{""author"": ""M.E. Filipp; B.J. Travis; S.S. Henry; E.C. Idzikowski; S.A. Magnuson; M.Y. Loh; A.S. Hanna"", ""journalName"": ""Neural Regen. Res."", ""year"": 2019}"
383,"Spiess, M.R.; Müller, R.M.; Rupp, R.; Schuld, C.; Van Hedel, H.J. Conversion in ASIA impairment scale during the first year after traumatic spinal cord injury. J. Neurotrauma 2009, 26, 2027–2036.","{""author"": ""M.R. Spiess; R.M. M\u00fcller; R. Rupp; C. Schuld; H.J. Van Hedel"", ""journalName"": ""J. Neurotrauma"", ""year"": 2009}"
384,"Davis, K.C.; Meschede-Krasa, B.; Cajigas, I.; Prins, N.W.; Alver, C.; Gallo, S. Design-development of an at-home modular brain-computer interface (BCI) platform in a case study of cervical spinal cord injury. J. NeuroEng. Rehabil. 2022, 19, 53.","{""author"": ""K.C. Davis; B. Meschede-Krasa; I. Cajigas; N.W. Prins; C. Alver; S. Gallo"", ""journalName"": ""J. NeuroEng. Rehabil."", ""year"": 2022}"
385,"Hadjiaros, M.; Neokleous, K.; Shimi, A.; Avraamides, M.N.; Pattichis, C.S. Juegos cognitivos de realidad virtual basados en la interfaz cerebro-computadora: Una revisión narrativa. IEEE Access 2023, 11, 18399–18416.","{""author"": ""M. Hadjiaros; K. Neokleous; A. Shimi; M.N. Avraamides; C.S. Pattichis"", ""journalName"": ""IEEE Access"", ""year"": 2023}"
386,"Tidoni, E.; Abu-Alqumsan, M.; Leonardis, D.; Kapeller, C.; Fusco, G.; Guger, C.; Hintermuller, C.; Peer, A.; Frisoli, A.; Tecchia, F.; et al. Local and Remote Cooperation with Virtual and Robotic Agents: A P300 BCI Study in Healthy and People Living with Spinal Cord Injury. IEEE Trans. Neural Syst. Rehabil. Eng. 2017, 25, 1622–1632.","{""author"": ""E. Tidoni; M. Abu-Alqumsan; D. Leonardis; C. Kapeller; G. Fusco; C. Guger; C. Hintermuller; A. Peer; A. Frisoli; F. Tecchia; et al."", ""journalName"": ""IEEE Trans. Neural Syst. Rehabil. Eng."", ""year"": 2017}"
